Sentence #,Tag,Word
935,O,pay
935,O,at
935,O,least
935,O,100
935,O,dollar
935,B,bottle
935,I,minimun
935,O,then
935,O,you'll
935,O,love
935,O,it
935,O,here
935,O,.
936,O,would
936,O,never
936,O,go
936,O,back
936,O,there
936,O,.
937,O,too
937,O,bad
937,O,latin
937,O,quarters
937,O,closed
937,O,.
938,O,that
938,O,place
938,O,was
938,O,awesome
938,O,","
938,O,","
938,O,","
938,O,sally
938,O,!
939,O,awsome
939,I,pizza
939,O,especially
939,O,the
939,B,margheritta
939,I,slice
939,O,.
940,O,always
940,O,busy
940,O,but
940,O,fast
940,O,moving
940,O,.
941,O,great
941,I,atmoshere
941,O,and
941,O,worth
941,O,every
941,O,bit
941,O,.
942,O,open
942,O,late
942,O,(
942,O,well
942,O,as
942,O,late
942,O,as
942,O,i
942,O,ever
942,O,got
942,O,there
942,O,and
942,O,i'm
942,O,a
942,O,night
942,O,person
942,O,)
943,B,winnie
943,O,and
943,O,her
943,B,staff
943,O,are
943,O,the
943,O,best
943,O,crew
943,O,you
943,O,can
943,O,find
943,O,serving
943,O,you
943,O,.
944,O,the
944,I,food
944,O,is
944,O,reliable
944,O,and
944,O,the
944,O,price
944,O,is
944,O,moderate
944,O,.
945,O,what
945,O,more
945,O,can
945,O,you
945,O,ask
945,O,for
945,O,?
946,O,for
946,O,authentic
946,B,thai
946,I,food
946,O,","
946,O,look
946,O,no
946,O,further
946,O,than
946,O,toons
946,O,.
947,O,ive
947,O,been
947,O,to
947,O,many
947,O,thai
947,O,restaurants
947,O,in
947,O,manhattan
947,O,before
947,O,","
947,O,and
947,O,toons
947,O,is
947,O,by
947,O,far
947,O,the
947,O,best
947,O,thai
947,O,food
947,O,ive
947,O,had
947,O,(
947,O,except
947,O,for
947,O,my
947,O,mom's
947,O,of
947,O,course
947,O,)
947,O,.
948,O,try
948,O,the
948,B,pad
948,I,thai
948,O,","
948,O,or
948,O,sample
948,O,anything
948,O,on
948,O,the
948,B,appetizer
948,I,menu
948,O,.
948,O,.
948,O,.
948,O,they're
948,O,all
948,O,delicious
948,O,.
949,O,everything
949,O,about
949,O,this
949,B,restaurant
949,O,was
949,O,special
949,O,.
950,O,the
950,I,service
950,O,was
950,O,attentive
950,O,","
950,O,yet
950,O,discreet
950,O,.
951,O,the
951,O,flavors
951,O,robust
951,O,and
951,O,subtle
951,O,.
952,O,the
952,I,brioche
952,B,and
952,I,lollies
952,O,as
952,O,party
952,O,favors
952,O,is
952,B,a
952,O,cute
952,O,and
952,O,sweet
952,O,touch
952,O,to
952,O,a
952,O,most
952,O,memorable
952,O,meal
952,O,.
953,O,i'm
953,O,saving
953,O,up
953,O,for
953,O,my
953,O,next
953,O,visit
953,O,.
954,O,i
954,O,went
954,O,there
954,O,in
954,O,late
954,O,afternoon
954,O,for
954,O,some
954,O,bite
954,O,size
954,O,food
954,O,and
954,O,refleshment
954,O,with
954,O,my
954,O,date
954,O,.
955,O,the
955,I,place
955,O,was
955,O,quiet
955,O,and
955,O,delightful
955,O,.
956,B,service
956,O,was
956,O,good
956,O,and
956,B,food
956,O,is
956,O,wonderful
956,O,.
957,O,i
957,O,did
957,O,not
957,O,try
957,O,the
957,O,caviar
957,O,but
957,O,i
957,O,tried
957,O,their
957,B,salmon
957,O,and
957,B,crab
957,I,salad
957,O,(
957,O,they
957,O,are
957,O,all
957,O,good
957,O,)
958,O,it
958,O,is
958,O,definitely
958,O,a
958,O,good
958,B,spot
958,O,for
958,O,snacks
958,O,and
958,O,chat
958,O,.
959,O,as
959,O,a
959,O,retired
959,O,hipster
959,O,","
959,B,i
959,O,can
959,O,say
959,O,with
959,O,some
959,O,degree
959,O,of
959,O,certainty
959,O,that
959,O,for
959,O,the
959,O,last
959,O,year
959,B,lucky
959,I,strike
959,O,has
959,O,been
959,O,the
959,O,best
959,O,laid-back
959,O,late
959,O,night
959,O,in
959,O,the
959,O,city
959,O,.
960,O,the
960,I,wait
960,I,staff
960,O,is
960,O,pleasant
960,O,","
960,O,fun
960,O,","
960,O,and
960,O,for
960,O,the
960,O,most
960,O,part
960,O,gorgeous
960,O,(
960,O,in
960,O,the
960,O,wonderful
960,O,aesthetic
960,O,beautification
960,O,way
960,O,","
960,O,not
960,O,in
960,O,that
960,O,she's-way-cuter-than-me-that-b@#$*
960,O,way
960,O,)
960,O,.
961,O,the
961,I,food
961,O,is
961,O,yummy
961,O,","
961,O,especially
961,O,their
961,O,cooked-to-perfection
961,B,mussels
961,I,in
961,I,spicy
961,I,tomato
961,I,sauce
961,O,and
961,O,their
961,O,shoestring
961,O,crispy
961,B,fries
961,O,.
962,O,but
962,O,the
962,O,best
962,O,part
962,O,about
962,O,ls
962,O,is
962,O,the
962,B,late
962,I,night
962,I,atmosphere
962,O,","
962,O,delightfully
962,O,free
962,O,of
962,O,the
962,O,bts
962,O,.
963,O,you
963,O,can
963,O,get
963,B,a
963,O,completely
963,O,delish
963,B,martini
963,B,in
963,O,a
963,O,glass
963,O,(
963,O,that's
963,O,about
963,O,2
963,O,1/2
963,O,drinks
963,O,)
963,O,for
963,O,$8
963,O,.
963,O,50
963,O,(
963,B,i
963,O,recommend
963,O,the
963,B,vanilla
963,I,shanty
963,O,","
963,O,mmmm
963,O,!
963,O,)
963,O,in
963,O,a
963,O,great
963,O,homey
963,B,setting
963,O,with
963,O,great
963,B,music
963,O,.
964,O,the
964,I,in-house
964,I,lady
964,I,dj
964,O,on
964,O,saturday
964,O,nights
964,O,has
964,O,outrageously
964,O,good
964,O,taste
964,B,in
964,O,music
964,O,","
964,O,and
964,O,moreover
964,O,","
964,O,takes
964,O,requests
964,O,.
965,O,you
965,O,can't
965,O,go
965,O,wrong
965,O,with
965,O,this
965,B,place
965,O,.
966,B,suan
966,O,is
966,B,a
966,O,great
966,O,place
966,O,that
966,O,i
966,O,often
966,O,take
966,O,my
966,O,friends
966,O,(
966,O,classmates
966,O,)
966,O,too
966,O,.
967,O,its
967,I,location
967,O,is
967,O,good
967,O,and
967,O,the
967,O,fact
967,O,that
967,O,hutner
967,O,college
967,O,is
967,O,near
967,O,and
967,O,their
967,O,prices
967,O,are
967,O,very
967,O,reasonable
967,O,","
967,O,makes
967,O,students
967,O,go
967,O,back
967,O,to
967,B,suan
967,O,again
967,O,and
967,O,again
967,O,.
968,B,i
968,O,love
968,O,their
968,B,thai
969,B,noodles
969,I,with
969,I,shrimp
969,B,and
969,I,chicken
969,O,and
969,B,coconut
969,I,juice
969,O,is
969,O,the
969,O,must
969,O,!
970,O,i
970,O,was
970,O,in
970,O,love
970,O,with
970,O,pongsri
970,O,on
970,O,48th
970,O,","
970,O,but
970,O,compared
970,O,to
970,O,suan
970,O,it
970,O,is
970,O,slow
970,O,in
970,O,service
970,O,and
970,O,overpriced
970,O,.
971,O,i
971,O,will
971,O,go
971,O,back
971,O,to
971,B,suan
971,O,soon
971,O,!
972,O,in
972,O,summer-eat
972,O,outside
972,O,on
972,B,a
972,I,terrace
972,O,(
972,O,another
972,O,great
972,O,feature
972,O,of
972,O,suan
972,O,)
972,O,!
972,O,!
972,O,!
973,O,i
973,O,cannot
973,O,imagine
973,B,a
973,O,friendlier
973,B,staff
973,O,working
973,O,in
973,O,a
973,O,restaurant
973,O,.
974,B,i
974,O,cannot
974,O,imagine
974,O,better
974,B,indian
974,I,food
974,I,in
974,O,all
974,O,of
974,O,the
974,O,city
974,O,.
975,O,i
975,O,cannot
975,O,imagine
975,O,you
975,O,not
975,O,rushing
975,O,out
975,O,to
975,O,eat
975,O,there
975,O,.
976,O,this
976,O,restaurant
976,O,used
976,O,to
976,O,be
976,O,our
976,O,regular
976,O,thursday
976,O,night
976,O,dinner
976,O,location
976,O,.
977,O,during
977,O,the
977,O,course
977,O,of
977,O,the
977,O,past
977,O,3
977,O,months
977,O,","
977,O,the
977,B,chef
977,O,and
977,B,staff
977,O,changed
977,O,and
977,O,it
977,O,was
977,O,not
977,O,for
977,O,the
977,O,better
977,O,.
978,O,i
978,O,wish
978,O,they
978,O,would
978,O,change
978,O,back
978,O,to
978,O,what
978,O,it
978,O,was
978,O,before
978,O,.
979,O,the
979,I,food
979,O,now
979,O,is
979,O,inconsistent
979,O,.
980,O,this
980,O,is
980,O,the
980,O,kind
980,O,of
980,B,place
980,O,you'd
980,O,like
980,O,to
980,O,take
980,O,all
980,O,your
980,O,friends
980,O,to
980,O,and
980,O,still
980,O,keep
980,B,a
980,O,secret
980,O,.
981,O,the
981,I,setting
981,O,is
981,O,casual
981,O,and
981,O,romantic
981,O,.
982,O,prices
982,O,are
982,O,very
982,O,good
982,O,.
983,O,the
983,I,food
983,O,is
983,O,excellent
983,O,!
984,O,if
984,O,you're
984,O,daring
984,O,","
984,O,try
984,O,the
984,B,balsamic
984,I,vinegar
984,I,over
984,I,icecream
984,O,","
984,O,it's
984,O,wonderful
984,O,!
985,O,do
985,O,not
985,O,get
985,O,the
985,B,go
985,O,go
985,B,hamburgers
985,O,","
985,O,no
985,O,matter
985,O,what
985,O,the
985,O,reviews
985,O,say
985,O,.
986,O,they
986,O,were
986,O,such
986,O,a
986,O,rip-off
986,O,(
986,O,$8
986,O,.
986,O,95
986,O,for
986,O,four
986,O,small
986,O,meat
986,O,patties
986,O,in
986,O,steamed
986,O,buns
986,O,)
986,O,and
986,O,not
986,O,worth
986,O,trying
986,O,.
987,O,the
987,O,rest
987,O,of
987,O,the
987,B,dim
987,I,sum
987,O,","
987,O,though
987,O,pricey
987,O,by
987,O,chinatown
987,O,standards
987,O,","
987,O,is
987,O,worth
987,O,it
987,O,.
988,O,steamed
988,O,fresh
988,O,so
988,O,brought
988,O,hot
988,O,hot
988,O,hot
988,O,to
988,O,your
988,O,table
988,O,.
989,O,the
989,I,wait
989,B,here
989,O,is
989,O,long
989,O,for
989,O,dim
989,O,sum
989,O,","
989,O,but
989,O,if
989,O,you
989,O,don't
989,O,like
989,O,sharing
989,O,tables
989,O,or
989,O,if
989,O,the
989,O,typical
989,O,raucous
989,O,dim
989,O,sum
989,B,atmosphere
989,O,is
989,O,not
989,O,your
989,O,gig
989,O,","
989,O,this
989,O,is
989,B,a
989,O,sleek
989,O,(
989,O,for
989,O,chinatown
989,O,)
989,O,alternative
989,O,.
990,B,a
990,O,few
990,O,tips:
990,O,skip
990,O,the
990,B,turnip
990,I,cake
990,O,","
990,B,roast
990,I,pork
990,I,buns
990,O,and
990,B,egg
990,I,custards
990,O,.
991,O,these
991,O,are
991,O,overpriced
991,O,and
991,O,you
991,O,can
991,O,get
991,O,better
991,O,just
991,O,around
991,O,the
991,O,corner:
992,O,(
992,O,1
992,O,)
992,O,turnip
992,O,cakes
992,O,at
992,O,the
992,O,little
992,O,kiosk
992,O,on
992,O,east
992,O,side
992,O,of
992,O,mott
992,O,st
992,O,.
992,O,just
992,O,south
992,O,of
992,O,bayard
993,O,(
993,O,2
993,O,)
993,O,egg
993,O,custards
993,O,and
993,O,pork
993,O,buns
993,O,at
993,O,either
993,O,bakery
993,O,on
993,O,west
993,O,side
993,O,of
993,O,mott
993,O,street
993,O,just
993,O,south
993,O,of
993,O,canal
993,O,.
994,O,after
994,O,passing
994,O,by
994,O,this
994,O,restaurant
994,O,for
994,O,sometime
994,O,i
994,O,finally
994,O,decided
994,O,to
994,O,go
994,O,in
994,O,and
994,O,have
994,O,dinner
994,O,.
995,O,i
995,O,was
995,O,pleasantly
995,O,suprised
995,O,.
996,O,the
996,I,food
996,O,was
996,O,exceptional
996,O,.
997,O,the
997,O,menu
997,O,consisted
997,O,of
997,O,standard
997,O,brassiere
997,O,food
997,O,","
997,O,better
997,O,then
997,O,places
997,O,like
997,O,balthazar
997,O,etc
997,O,.
998,B,i
998,O,choose
998,O,to
998,O,go
998,O,with
998,O,one
998,O,of
998,O,the
998,O,special
998,O,","
998,O,the
998,B,braised
998,I,lamb
998,I,shank
998,I,in
998,I,red
998,I,wine
998,O,","
998,O,which
998,O,was
998,O,excellent
998,O,.
999,O,the
999,I,service
999,O,was
999,O,friendly
999,O,and
999,O,the
999,B,atmosphere
999,O,was
999,O,casual
999,O,.
1000,O,the
1000,I,restaurant
1000,O,is
1000,B,a
1000,O,bit
1000,O,noisy
1000,O,but
1000,O,that
1000,O,is
1000,O,something
1000,O,that
1000,O,can
1000,O,be
1000,O,overlooked
1000,O,once
1000,O,you
1000,O,sit
1000,O,down
1000,O,and
1000,O,enjoy
1000,O,a
1000,O,great
1000,B,meal
1001,O,this
1001,O,little
1001,B,place
1001,O,has
1001,B,a
1001,O,cute
1001,B,interior
1001,I,decor
1001,O,and
1001,O,affordable
1001,O,city
1001,O,prices
1001,O,.
1002,O,the
1002,B,pad
1002,I,se
1002,I,ew
1002,I,chicken
1002,O,was
1002,O,delicious
1002,O,","
1002,O,however
1002,O,the
1002,O,pad
1002,B,thai
1002,O,was
1002,O,far
1002,O,too
1002,O,oily
1002,O,.
1003,O,i
1003,O,would
1003,O,just
1003,O,ask
1003,O,for
1003,O,no
1003,O,oil
1003,O,next
1003,O,time
1003,O,.
1004,O,have
1004,O,eaten
1004,O,at
1004,B,ginger
1004,I,house
1004,O,several
1004,O,times
1004,O,","
1004,O,and
1004,O,it's
1004,O,always
1004,O,good
1004,O,.
1005,O,the
1005,I,fried
1005,I,dumplings
1005,O,are
1005,O,great
1005,O,!
1006,O,finally
1006,I,a
1006,O,reliable
1006,B,chinese
1006,I,restaurant
1006,O,!
1007,O,this
1007,O,place
1007,O,would
1007,O,be
1007,O,so
1007,O,much
1007,O,better
1007,O,served
1007,O,by
1007,O,being
1007,O,run
1007,O,by
1007,O,a
1007,O,group
1007,O,that
1007,O,actually
1007,O,understands
1007,B,customer
1007,I,service
1007,O,.
1008,O,the
1008,O,only
1008,O,thing
1008,O,you
1008,O,can
1008,O,do
1008,O,here
1008,O,is
1008,O,walk
1008,O,in
1008,O,and
1008,O,eat
1008,O,.
1008,O,.
1008,O,but
1008,O,planning
1008,O,an
1008,O,event
1008,O,","
1008,O,especially
1008,O,a
1008,O,small
1008,O,","
1008,O,intimate
1008,O,one
1008,O,","
1008,O,forget
1008,O,about
1008,O,it
1008,O,.
1009,O,they
1009,O,are
1009,O,not
1009,O,helpful
1009,O,in
1009,O,the
1009,O,least
1009,O,and
1009,O,will
1009,O,give
1009,O,you
1009,O,the
1009,O,grand
1009,O,run
1009,O,around
1009,O,so
1009,O,by
1009,O,the
1009,O,time
1009,O,the
1009,O,event
1009,O,date
1009,O,rolls
1009,O,around
1009,O,you
1009,O,will
1009,O,not
1009,O,only
1009,O,regret
1009,O,chosing
1009,O,this
1009,O,place
1009,O,","
1009,O,but
1009,O,also
1009,O,become
1009,O,hostile
1009,O,!
1010,O,nobody
1010,O,at
1010,O,this
1010,O,restaurant
1010,O,will
1010,O,give
1010,O,firm
1010,O,answers
1010,O,about
1010,O,anything
1010,O,and
1010,O,in
1010,O,the
1010,O,end
1010,O,","
1010,O,not
1010,O,one
1010,O,person
1010,O,takes
1010,O,responsibility
1010,O,for
1010,O,anything
1010,O,.
1011,O,terrible
1011,O,","
1011,O,terrible
1011,B,management
1011,O,-
1011,O,deserves
1011,O,to
1011,O,be
1011,O,shut-down
1011,O,.
1012,O,never
1012,O,fails
1012,O,to
1012,O,please
1012,O,.
1013,O,delicious
1013,I,bagels
1013,O,","
1013,O,especially
1013,O,when
1013,O,right
1013,O,out
1013,O,of
1013,O,the
1013,O,oven
1013,O,.
1014,B,spreads
1014,O,and
1014,B,toppings
1014,O,are
1014,O,great
1014,O,-
1014,O,though
1014,B,a
1014,O,bit
1014,O,pricey
1014,O,.
1015,B,service
1015,O,is
1015,O,fast
1015,O,and
1015,O,friendly
1015,O,.
1016,O,only
1016,O,drawback
1016,O,-
1016,O,they
1016,O,won't
1016,O,toast
1016,O,your
1016,O,bagel
1016,O,","
1016,O,and
1016,O,they
1016,O,don't
1016,O,make
1016,O,eggs
1016,O,for
1016,O,the
1016,O,bagel
1016,O,.
1017,O,but
1017,O,that
1017,O,is
1017,O,highly
1017,O,forgivable
1017,O,.
1018,O,been
1018,O,there
1018,O,","
1018,O,done
1018,O,that
1018,O,","
1018,O,and
1018,O,new
1018,O,york
1018,O,","
1018,O,it's
1018,O,not
1018,O,that
1018,O,big
1018,O,a
1018,O,deal
1018,O,.
1019,O,the
1019,I,food
1019,O,is
1019,O,decent
1019,O,at
1019,O,best
1019,O,","
1019,O,and
1019,O,the
1019,B,ambience
1019,O,","
1019,O,well
1019,O,","
1019,O,it's
1019,B,a
1019,O,matter
1019,O,of
1019,O,opinion
1019,O,","
1019,O,some
1019,O,may
1019,O,consider
1019,O,it
1019,O,to
1019,O,be
1019,O,a
1019,O,sweet
1019,O,thing
1019,O,","
1019,B,i
1019,O,thought
1019,O,it
1019,O,was
1019,O,just
1019,O,annoying
1019,O,.
1020,O,if
1020,O,celebrities
1020,O,make
1020,O,you
1020,O,sweat
1020,O,","
1020,O,then
1020,O,your
1020,O,in
1020,O,for
1020,O,a
1020,O,ride
1020,O,","
1020,O,but
1020,O,if
1020,O,your
1020,O,like
1020,O,most
1020,O,around
1020,O,these
1020,O,parts
1020,O,then
1020,O,you'll
1020,O,just
1020,O,yawn
1020,O,and
1020,O,wonder
1020,O,whats
1020,O,with
1020,O,all
1020,O,the
1020,O,hype
1020,O,.
1021,B,rao
1021,O,is
1021,B,a
1021,O,good
1021,O,restaurant
1021,O,","
1021,O,but
1021,O,it's
1021,O,nothing
1021,O,special
1021,O,.
1022,O,i've
1022,O,eaten
1022,O,at
1022,O,many
1022,O,different
1022,O,indian
1022,O,restaurants
1022,O,.
1023,O,but
1023,O,after
1023,O,last
1023,O,night
1023,O,","
1023,O,spice
1023,O,grill
1023,B,is
1023,O,the
1023,O,only
1023,O,place
1023,O,i'm
1023,O,eating
1023,B,indian
1023,I,cuisine
1023,O,.
1024,O,you
1024,O,must
1024,O,try
1024,O,the
1024,B,shrimp
1024,I,appetizers
1024,O,.
1025,O,even
1025,O,my
1025,O,indian
1025,O,friend
1025,O,couldn't
1025,O,believe
1025,O,how
1025,O,good
1025,O,and
1025,O,tasty
1025,O,everything
1025,O,was
1025,O,.
1026,O,this
1026,O,place
1026,O,has
1026,O,the
1026,O,the
1026,O,correct
1026,B,ambience
1026,O,and
1026,O,an
1026,O,excellent
1026,B,staff
1026,O,to
1026,O,make
1026,O,you
1026,O,feel
1026,O,like
1026,B,a
1026,O,guest
1026,O,and
1026,O,a
1026,O,friend
1026,O,at
1026,O,the
1026,O,same
1026,O,time
1026,O,.
1027,O,great
1027,I,food
1027,O,","
1027,O,great
1027,O,prices
1027,O,","
1027,O,great
1027,B,service
1027,O,.
1028,O,if
1028,O,you
1028,O,are
1028,O,looking
1028,O,for
1028,B,a
1028,O,good
1028,O,quality
1028,O,","
1028,O,cheap
1028,B,eats
1028,O,-
1028,O,this
1028,O,is
1028,O,the
1028,O,place
1028,O,.
1029,O,it's
1029,B,a
1029,O,perfect
1029,O,place
1029,O,to
1029,O,have
1029,O,a
1029,O,amanzing
1029,B,indian
1029,I,food
1029,O,.
1030,O,i
1030,O,really
1030,O,loved
1030,O,the
1030,O,different
1030,O,and
1030,O,inovated
1030,O,touch
1030,O,that's
1030,O,the
1030,B,cheff
1030,O,gives
1030,O,to
1030,O,the
1030,O,food
1030,O,.
1031,O,also
1031,O,it's
1031,O,great
1031,O,to
1031,O,have
1031,O,dinner
1031,O,in
1031,B,a
1031,O,very
1031,O,romantic
1031,O,and
1031,O,confortable
1031,B,place
1031,O,","
1031,O,the
1031,B,service
1031,O,it's
1031,O,just
1031,O,perfect
1031,O,.
1031,O,.
1031,O,.
1031,O,they're
1031,O,so
1031,O,frendly
1031,O,that
1031,O,we
1031,O,never
1031,O,want
1031,O,to
1031,O,live
1031,O,the
1031,O,place
1031,O,!
1032,O,i
1032,O,love
1032,O,ess-a-bagel
1032,O,","
1032,O,but
1032,O,i
1032,O,live
1032,O,on
1032,O,the
1032,O,west
1032,O,side
1032,O,","
1032,O,so
1032,O,i
1032,O,often
1032,O,go
1032,O,to
1032,O,murray's
1032,O,for
1032,O,convenience
1032,O,.
1033,O,their
1033,I,bagels
1033,O,are
1033,O,fine
1033,O,","
1033,O,but
1033,O,they
1033,O,are
1033,B,a
1033,O,little
1033,O,overcooked
1033,O,","
1033,O,and
1033,O,not
1033,O,really
1033,O,a
1033,O,'special'
1033,B,bagel
1033,O,experience
1033,O,.
1034,O,better
1034,O,than
1034,O,the
1034,O,bagel
1034,O,shop
1034,O,on
1034,O,the
1034,O,corner
1034,O,","
1034,O,but
1034,O,not
1034,O,worth
1034,O,going
1034,O,out
1034,O,of
1034,O,your
1034,O,way
1034,O,for
1034,O,","
1034,O,in
1034,O,my
1034,O,opinion
1034,O,.
1035,O,also
1035,O,a
1035,O,little
1035,O,more
1035,O,expensive
1035,O,than
1035,O,your
1035,O,average
1035,O,bagel
1035,O,place
1035,O,.
1036,O,great
1036,I,bagels
1036,O,made
1036,O,the
1036,O,old-fashioned
1036,O,way
1036,O,.
1037,O,the
1037,O,appetizing
1037,O,is
1037,O,excellent
1037,O,-
1037,O,just
1037,O,as
1037,O,good
1037,O,as
1037,O,zabars
1037,O,barney
1037,O,greengrass
1037,O,at
1037,O,a
1037,O,reasonable
1037,O,price
1037,O,(
1037,O,if
1037,O,bought
1037,O,by
1037,O,the
1037,O,pound
1037,O,)
1037,O,.
1038,O,drawbacks:
1038,I,service
1038,O,is
1038,O,slow
1038,O,and
1038,O,they
1038,O,don't
1038,O,toast
1038,O,!
1039,O,the
1039,I,food
1039,O,was
1039,O,absolutely
1039,O,amazing
1039,O,!
1039,O,!
1040,O,the
1040,I,baked
1040,I,clams
1040,I,octopus
1040,O,we
1040,O,shared
1040,O,as
1040,O,appetizers
1040,O,were
1040,O,the
1040,O,best
1040,O,we've
1040,O,ever
1040,O,had
1040,O,!
1040,O,!
1041,O,the
1041,I,lamb
1041,O,was
1041,O,tender
1041,O,so
1041,O,full
1041,O,of
1041,O,flavor
1041,O,","
1041,O,the
1041,B,dessert
1041,O,was
1041,O,divine
1041,O,!
1041,O,!
1042,O,the
1042,I,waiter
1042,O,was
1042,O,attentive
1042,O,.
1043,O,the
1043,I,place
1043,O,itself
1043,O,is
1043,O,beautiful
1043,O,the
1043,B,bar
1043,I,scene
1043,O,seems
1043,O,to
1043,O,be
1043,O,happening
1043,O,.
1044,O,downtown
1044,O,dinner
1044,O,2002
1044,O,-
1044,O,prixe
1044,O,fix:
1044,B,appetizers
1044,O,were
1044,O,ok
1044,O,","
1044,B,waiter
1044,O,gave
1044,O,me
1044,O,poor
1044,O,suggestion
1044,O,.
1044,O,.
1044,O,try
1044,O,the
1044,B,potato
1044,I,stuff
1044,I,kanish
1044,O,best
1044,O,one
1044,O,.
1045,O,small
1045,I,servings
1045,I,for
1045,I,main
1045,I,entree
1045,O,","
1045,B,i
1045,O,had
1045,B,salmon
1045,O,(
1045,O,wasnt
1045,O,impressed
1045,O,)
1045,O,girlfriend
1045,O,had
1045,B,chicken
1045,O,","
1045,O,it
1045,O,was
1045,O,good
1045,O,.
1046,B,dessert
1046,O,is
1046,O,a
1046,O,joke
1046,O,.
1046,O,.
1046,O,.
1046,O,dont
1046,O,bother
1047,O,volare
1047,O,virgins
1047,O,or
1047,O,weekly
1047,O,regulars
1047,O,","
1047,O,everyone
1047,O,gets
1047,O,treated
1047,O,the
1047,O,same
1047,O,and
1047,O,you
1047,O,can't
1047,O,ask
1047,O,for
1047,O,more
1047,O,than
1047,O,that
1047,O,when
1047,O,the
1047,B,service
1047,O,is
1047,O,this
1047,O,friendly
1047,O,.
1048,O,the
1048,O,restaurant
1048,O,has
1048,B,a
1048,O,family
1048,B,feel
1048,O,","
1048,O,not
1048,O,least
1048,O,with
1048,O,regard
1048,O,to
1048,O,the
1048,B,portions
1048,O,which
1048,O,are
1048,O,enormous;
1048,O,the
1048,B,veal
1048,O,alone
1048,O,could
1048,O,have
1048,O,single-handedly
1048,O,solved
1048,O,third
1048,O,world
1048,O,famine
1048,O,.
1049,O,the
1049,I,anti-pasta
1049,O,was
1049,O,excellent
1049,O,","
1049,O,especially
1049,O,the
1049,B,calamari
1049,O,","
1049,B,as
1049,O,were
1049,O,the
1049,O,filling
1049,B,pasta
1049,I,mains
1049,O,.
1050,O,the
1050,I,wine
1050,I,list
1050,I,is
1050,O,extensive
1050,O,and
1050,O,can
1050,O,easily
1050,O,hike
1050,O,up
1050,O,an
1050,O,otherwise
1050,O,reasonably
1050,O,priced
1050,B,meal
1050,O,.
1051,O,still
1051,O,","
1051,O,any
1051,O,quibbles
1051,O,about
1051,O,the
1051,O,bill
1051,O,were
1051,O,off-set
1051,O,by
1051,O,the
1051,O,pour-your-own
1051,O,measures
1051,O,of
1051,O,liquers
1051,O,which
1051,O,were
1051,O,courtesey
1051,O,of
1051,O,the
1051,O,house
1051,O,.
1051,O,.
1051,O,.
1052,O,fantastic
1052,I,place
1052,O,.
1053,O,cute
1053,O,and
1053,O,decorative
1053,O,.
1054,O,a
1054,O,pleasant
1054,O,surprise
1054,O,.
1055,O,go
1055,O,there
1055,O,to
1055,O,relax
1055,O,and
1055,O,feel
1055,O,like
1055,O,your
1055,O,somewhere
1055,O,else
1055,O,.
1056,B,lucky
1056,I,strike
1056,O,is
1056,O,a
1056,O,great
1056,O,casual
1056,O,place
1056,O,to
1056,O,just
1056,O,grab
1056,O,a
1056,O,bite
1056,O,to
1056,O,eat
1056,O,.
1057,O,yeah
1057,O,the
1057,O,crowd
1057,O,can
1057,O,take
1057,O,it
1057,O,a
1057,O,bit
1057,O,seriously
1057,O,","
1057,O,but
1057,O,it
1057,O,shouldn't
1057,O,.
1058,O,great
1058,I,food
1058,O,","
1058,O,great
1058,B,decor
1058,O,","
1058,O,great
1058,B,service
1058,O,.
1059,O,i
1059,O,recommend
1059,O,it
1059,O,!
1060,O,just
1060,O,ignore
1060,O,the
1060,O,trendy
1060,O,wannabes
1060,O,.
1061,O,this
1061,O,is
1061,O,the
1061,O,perfect
1061,B,spot
1061,O,for
1061,O,meeting
1061,O,friends
1061,O,","
1061,O,having
1061,O,lunch
1061,O,","
1061,O,dinner
1061,O,","
1061,O,pre-theatre
1061,O,or
1061,O,after-theatre
1061,O,drinks
1061,O,!
1062,O,(
1062,O,always
1062,O,ask
1062,O,the
1062,O,bartender
1062,O,for
1062,O,the
1062,B,seasonal
1062,I,beer
1062,O,!
1062,O,!
1062,O,!
1063,O,guaranteed
1063,O,to
1063,O,be
1063,O,a
1063,O,tasty
1063,O,experience
1063,O,!
1063,O,)
1064,O,excellent
1064,I,spot
1064,O,for
1064,O,holiday
1064,O,get
1064,O,togethers
1064,O,with
1064,O,co-workers
1064,O,or
1064,O,friends
1064,O,that
1064,O,you
1064,O,haven't
1064,O,seen
1064,O,in
1064,O,a
1064,O,while
1064,O,.
1065,O,i
1065,O,have
1065,O,been
1065,O,doing
1065,O,all
1065,O,of
1065,O,the
1065,O,above
1065,O,at
1065,O,the
1065,B,heartland
1065,I,brewery
1065,O,for
1065,O,over
1065,O,5
1065,O,years
1065,O,now
1065,B,and
1065,O,i
1065,O,have
1065,O,never
1065,O,been
1065,O,disappointed
1065,O,!
1066,O,all
1066,O,the
1066,O,people
1066,O,that
1066,O,i
1066,O,bring
1066,O,there
1066,O,go
1066,O,back
1066,O,on
1066,O,their
1066,O,own
1066,O,and
1066,O,bring
1066,O,their
1066,O,friends
1066,O,!
1067,O,go
1067,O,there
1067,O,once
1067,O,and
1067,O,oh
1067,O,yes
1067,O,.
1067,O,.
1067,O,.
1067,O,you
1067,O,will
1067,O,go
1067,O,back
1067,O,.
1067,O,.
1067,O,.
1067,O,you
1067,O,will
1067,O,.
1067,O,.
1067,O,.
1068,O,what
1068,I,a
1068,O,great
1068,B,place
